First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Family Income Numeric
BHUVANAGIRI,bhuvanagiri@xyz.com,1,The SDLC & their transformations,Attending,"symbiosis institute of technology, pune",Whatsapp,College,Students,2023,Satna,7.7,3,0-2 Lakh,19,no,1.0
Venkata,venkata@xyz.com,1,The SDLC & their transformations,Attending,"mit academy of engineering ,alandi",Whatsapp,College,Students,2023,Ujjain,8.1,3,0-2 Lakh,25,no,1.0
Rohit,rohit@xyz.com,1,The SDLC & their transformations,Attending,a. c. patil college of engineering,Email,College,Students,2025,Vidisha,7.9,8,0-2 Lakh,22,no,1.0
KRUNAL NIMESH,krunalnimesh@xyz.com,1,The SDLC & their transformations,Attending,wilson college ,Email,College,Students,2024,Akola,7.1,8,0-2 Lakh,6,yes,1.0
Patel,patel@xyz.com,1,The SDLC & their transformations,Attending,"ld college of engineering, ahmedabad, gujarat ",Cloud Counselage Website,College,Students,2025,Aurangabad,8.3,3,0-2 Lakh,9,no,1.0
Yash,yash@xyz.com,1,The SDLC & their transformations,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,College,Students,2024,Bhandara,7.7,6,0-2 Lakh,20,no,1.0
Dhyey,dhyey@xyz.com,1,The SDLC & their transformations,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2023,Bhsawal,8.0,6,0-2 Lakh,15,no,1.0
Adityakumar,adityakumar@xyz.com,1,The SDLC & their transformations,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2026,Bid,6.5,8,0-2 Lakh,17,no,1.0
PATEL,patel@xyz.com,1,The SDLC & their transformations,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,College,Students,2023,Buldhana,9.4,8,0-2 Lakh,19,no,1.0
Shreyash,shreyash@xyz.com,1,The SDLC & their transformations,Attending,silicon institute of technology,Whatsapp,College,Students,2025,Dhule,6.8,5,0-2 Lakh,13,yes,1.0
PATEL,patel@xyz.com,1,The SDLC & their transformations,Attending,adhiyamaan college of engineering,LinkedIn,College,Students,2024,Jalgaon,6.7,8,0-2 Lakh,11,yes,1.0
NEEL,neel@xyz.com,1,The SDLC & their transformations,Attending,don bosco college of engineering fatorda goa,Whatsapp,College,Students,2024,Kalyan,7.9,3,7 Lakh+,12,no ,8.0
Prathmesh,prathmesh@xyz.com,1,The SDLC & their transformations,Attending,pillai college of engineering new panvel,Whatsapp,College,Students,2023,Thane,9.3,8,0-2 Lakh,21,no ,1.0
PATEL,patel@xyz.com,1,The SDLC & their transformations,Attending,st xavier's college ,LinkedIn,College,Students,2025,Navi Mumbai,6.9,8,5-7 Lakh,10,yes,6.0
RATHOD,rathod@xyz.com,1,The SDLC & their transformations,Attending,"vidyalankar institute of technology, mumbai",Email,College,Students,2026,Mumbai,8.9,6,2-5 Lakh,10,yes,3.5
RATHOD,rathod@xyz.com,1,The SDLC & their transformations,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Others,College,Students,2023,Nagpur,8.3,8,0-2 Lakh,15,no,1.0
Devang,devang@xyz.com,1,The SDLC & their transformations,Attending,"priyadarshini college of engineering, nagpur ",Email,College,Students,2024,Nanded,7.2,3,0-2 Lakh,12,no,1.0
Patel,patel@xyz.com,1,The SDLC & their transformations,Attending,"vidyalankar institute of technology, mumbai",Email,College,Students,2025,Mahe,8.1,8,2-5 Lakh,20,no,3.5
Patel,patel@xyz.com,1,The SDLC & their transformations,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Email,College,Students,2023,Amritsar,9.5,6,0-2 Lakh,21,yes,1.0
Meet,meet@xyz.com,1,The SDLC & their transformations,Attending,silicon institute of technology,Whatsapp,College,Students,2024,Patiala,9.6,8,5-7 Lakh,17,no,6.0
Dharmin,dharmin@xyz.com,1,The SDLC & their transformations,Attending,adhiyamaan college of engineering,Youtube,College,Students,2024,Sangrur,7.5,5,0-2 Lakh,9,no,1.0
Dev,dev@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,don bosco college of engineering fatorda goa,Youtube,College,Students,2025,Ajmer,7.9,5,0-2 Lakh,8,no,1.0
Patel,patel@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,pillai college of engineering new panvel,Others,College,Students,2023,Amer,9.3,5,0-2 Lakh,7,no,1.0
Darsh,darsh@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,st xavier's college ,Facebook,College,Students,2023,Barmer,9.6,8,5-7 Lakh,21,no,6.0
RITIK,ritik@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2026,Bikaner,9.1,8,5-7 Lakh,21,yes,6.0
Tanya,tanya@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2025,Jaipur,7.3,3,0-2 Lakh,16,yes,1.0
Heetkumar,heetkumar@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,wilson college ,Whatsapp,College,Students,2024,Jalor,7.5,8,0-2 Lakh,21,no ,1.0
Ayush,ayush@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2024,Jhalwar,7.6,8,0-2 Lakh,8,no ,1.0
Pal,pal@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,College,Students,2023,Jodhpur,8.0,8,0-2 Lakh,7,yes,1.0
Sonani,sonani@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"ld college of engineering, ahmedabad, gujarat ",LinkedIn,College,Students,2025,Kota,7.2,6,0-2 Lakh,20,yes,1.0
Ashlesha,ashlesha@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,g h raisoni institut of engineering and technology pune,Facebook,College,Students,2023,Pali,9.1,3,0-2 Lakh,9,no,1.0
BIJAY,bijay@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,government polytechnic gandhinagar,Instagram | LinkedIn,College,Students,2025,Sikar,6.7,8,0-2 Lakh,13,no,1.0
Zainab,zainab@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2024,Ahemdabad,7.1,5,0-2 Lakh,24,no,1.0
RAMANI,ramani@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2026,Amreli,7.1,5,0-2 Lakh,17,yes,1.0
Nil,nil@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,College,Students,2024,Dwarka,9.5,3,0-2 Lakh,11,no,1.0
Kaushani,kaushani@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2023,Godhra,9.2,6,0-2 Lakh,21,no,1.0
Dnyaneshwar,dnyaneshwar@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,st.francis institute of technology,Whatsapp | Cloud Counselage Website,College,Students,2023,Jamnagar,7.9,6,2-5 Lakh,8,no,3.5
Yukta,yukta@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,new horizon institute of technology and management ,Whatsapp,College,Students,2025,Junagadh,7.3,6,2-5 Lakh,9,no,3.5
PREM,prem@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,late g. n. sapkal college of engineering,Whatsapp,College,Students,2025,Kheda,7.3,6,2-5 Lakh,8,no,3.5
Sejal,sejal@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"symbiosis institute of technology, pune",Whatsapp,College,Students,2024,Morbi,7.8,8,2-5 Lakh,7,yes,3.5
C,c@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"mit academy of engineering ,alandi",Instagram,College,Students,2026,Nadiad,9.1,6,2-5 Lakh,25,yes,3.5
BEDANGA,bedanga@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,a. c. patil college of engineering,Instagram,College,Students,2024,Navsari,6.9,8,2-5 Lakh,21,no ,3.5
Aswini,aswini@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,wilson college ,Others,Friends,Students,2023,Okha,8.4,3,2-5 Lakh,30,no ,3.5
ALLEN,allen@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Friends,Students,2023,Rajkot,6.7,8,2-5 Lakh,24,yes,3.5
Harshini,harshini@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,dkte society's textile and engineering institute ichalkaranji,Youtube | Facebook | Instagram | Whatsapp | Email,Friends,Students,2025,Surat,9.2,6,2-5 Lakh,30,yes,3.5
Rathod,rathod@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"mit academy of engineering ,alandi",Youtube | Facebook | Whatsapp | Email,Friends,Students,2024,Valsad,7.3,6,2-5 Lakh,19,no,3.5
SOURABH,sourabh@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,a. c. patil college of engineering,Whatsapp,Friends,Students,2025,Ambala,7.9,5,0-2 Lakh,21,no,1.0
Nihar,nihar@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,wilson college ,Whatsapp,Friends,Students,2024,Chandigarh,9.9,6,0-2 Lakh,17,no,1.0
JAYSHREE,jayshree@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Friends,Students,2023,Faridabad,7.6,5,2-5 Lakh,18,yes,3.5
Mansi,mansi@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Friends,Students,2026,Gurugram,9.3,6,5-7 Lakh,35,no,6.0
OAD,oad@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"thakur institute of management studies, career development & research - [timscdr]",Facebook | LinkedIn,Friends,Students,2024,Hisar,6.4,6,7 Lakh+,8,no,8.0
Rakhi,rakhi@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Facebook,Friends,Students,2023,Jind,8.4,3,0-2 Lakh,8,no,1.0
Ankita,ankita@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"priyadarshini college of engineering, nagpur ",Others,Twitter ,Students,2025,Kaithal,6.6,5,0-2 Lakh,8,no,1.0
Sudheer Chandra,sudheerchandra@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vidyalankar institute of technology, mumbai",Instagram | Whatsapp,Twitter ,Students,2025,Nizambad,7.8,6,0-2 Lakh,8,no,1.0
Mugdal,mugdal@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Twitter ,Students,2024,Agartala,8.7,8,0-2 Lakh,8,yes,1.0
Ch.manikantareddy,ch.manikantareddy@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,silicon institute of technology,Whatsapp,Twitter ,Students,2023,Agra,7.2,6,2-5 Lakh,9,yes,3.5
Bujunuru Sai,bujunurusai@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,adhiyamaan college of engineering,Facebook,Twitter ,Students,2024,Aligarh,7.1,3,5-7 Lakh,9,no ,6.0
CHINNI,chinni@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,don bosco college of engineering fatorda goa,Instagram,Twitter ,Students,2023,Gonda,8.0,3,7 Lakh+,17,no ,8.0
Indrasenareddy,indrasenareddy@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,pillai college of engineering new panvel,Instagram,Twitter ,Students,2026,Ghazipur,8.5,5,0-2 Lakh,13,yes,1.0
Piyush,piyush@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,st xavier's college ,Whatsapp,Twitter ,Students,2024,Ghaziabad,8.5,5,0-2 Lakh,11,yes,1.0
Surya,surya@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vidyalankar institute of technology, mumbai",Others,Friends,Students,2025,Gonda,9.1,5,0-2 Lakh,15,no,1.0
Adarsh,adarsh@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,a. c. patil college of engineering,Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email,Friends,Students,2025,Gorakhpur,9.7,3,0-2 Lakh,19,no,1.0
ADITI,aditi@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,wilson college ,Whatsapp,Friends,Students,2023,Hamirpur,8.7,5,0-2 Lakh,18,no,1.0
Yekanthavasan,yekanthavasan@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Friends,Students,2024,Deoria,6.5,6,0-2 Lakh,12,yes,1.0
Prajapat,prajapat@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Friends,Students,2023,Budaun,8.8,3,0-2 Lakh,23,no,1.0
TADHANI,tadhani@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Friends,Students,2024,Jhansi,9.3,8,5-7 Lakh,17,no,6.0
Patel,patel@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Friends,Students,2026,Kanpur,7.6,3,0-2 Lakh,9,no,1.0
Darshan,darshan@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,government polytechnic gandhinagar,Instagram,Friends,Students,2023,Lucknow,6.5,8,0-2 Lakh,7,no,1.0
Aghera,aghera@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Email,Friends,Students,2025,Mathura,8.7,3,0-2 Lakh,13,no,1.0
MD.,md.@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vishwakarma institute of technology, pune",Whatsapp,Friends,Students,2025,Mainpuri,9.1,6,0-2 Lakh,19,yes,1.0
ZEEL,zeel@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"kle society's college of bca, rls institute, belagavi",Instagram,Friends,Students,2024,Varanasi,9.2,5,2-5 Lakh,25,yes,3.5
MIROLIYA,miroliya@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Friends,Students,2024,Almora,7.3,5,5-7 Lakh,22,no ,6.0
Samruddhi,samruddhi@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,st.francis institute of technology,Whatsapp,Friends,Students,2023,Alipore,7.6,6,7 Lakh+,6,no ,8.0
Sakshi,sakshi@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,new horizon institute of technology and management ,Whatsapp,Friends,Students,2023,Haora,7.1,8,0-2 Lakh,9,yes,1.0
Rutuja,rutuja@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,late g. n. sapkal college of engineering,Others,College,Students,2025,Durgapur,8.3,6,0-2 Lakh,20,yes,1.0
Rana,rana@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"symbiosis institute of technology, pune",Instagram,College,Students,2026,Hugli,9.2,6,0-2 Lakh,15,no,1.0
Shreya,shreya@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"mit academy of engineering ,alandi",Whatsapp,College,Students,2025,Kolkata,9.9,5,0-2 Lakh,17,no,1.0
Hrishikesh,hrishikesh@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2024,Malda,9.3,5,2-5 Lakh,19,no,3.5
Dev,dev@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,wilson college ,Facebook,College,Students,2024,Palashi,7.1,5,5-7 Lakh,13,yes,6.0
Harshal,harshal@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2023,Santipur,7.5,6,7 Lakh+,11,no,8.0
Bhumik,bhumik@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,College,Students,2023,Siliguri,7.3,8,0-2 Lakh,12,no,1.0
Preksha,preksha@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"mit academy of engineering ,alandi",Email,College,Students,2025,Silguri,7.4,5,0-2 Lakh,10,no,1.0
Vedant,vedant@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2024,Siuri,8.3,5,0-2 Lakh,10,no,1.0
GANGINENI VENKATA,ganginenivenkata@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,wilson college ,Instagram,College,Students,2025,Talmuk,7.4,5,0-2 Lakh,10,no,1.0
Patel,patel@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"ld college of engineering, ahmedabad, gujarat ",LinkedIn,College,Students,2026,Talmuk,6.7,6,0-2 Lakh,15,yes,1.0
Lukman,lukman@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,College,Students,2024,Siuri,7.3,6,0-2 Lakh,12,yes,1.0
Rohit,rohit@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,College,Students,2023,Titagrah,9.7,6,0-2 Lakh,20,no ,1.0
ANJANA,anjana@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Facebook | Whatsapp,College,Students,2023,Orchha,7.9,6,0-2 Lakh,21,no ,1.0
Gajrotar,gajrotar@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"priyadarshini college of engineering, nagpur ",Instagram,College,Students,2024,Sagar,7.2,3,0-2 Lakh,9,yes,1.0
Patel,patel@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vidyalankar institute of technology, mumbai",Facebook,College,Students,2025,Satna,7.1,8,0-2 Lakh,9,yes,1.0
Nihal,nihal@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,College,Students,2025,Ujjain,8.7,6,2-5 Lakh,8,no,3.5
Patel,patel@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,silicon institute of technology,Others,Yuva Sena/Shiv Sena,Students,2023,Vidisha,8.7,6,5-7 Lakh,7,no,6.0
Jaykumar,jaykumar@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,adhiyamaan college of engineering,Facebook,Yuva Sena/Shiv Sena,Students,2024,Akola,8.2,8,7 Lakh+,21,no,8.0
Vipul,vipul@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,don bosco college of engineering fatorda goa,Whatsapp | Email | Cloud Counselage Website,Yuva Sena/Shiv Sena,Students,2023,Aurangabad,6.8,6,0-2 Lakh,5,yes,1.0
Jaiswal,jaiswal@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,pillai college of engineering new panvel,Whatsapp,Yuva Sena/Shiv Sena,Students,2024,Bhandara,7.1,6,0-2 Lakh,16,no,1.0
Akshinsinh,akshinsinh@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,st xavier's college ,Whatsapp,Yuva Sena/Shiv Sena,Students,2026,Bhsawal,8.5,5,0-2 Lakh,21,no,1.0
Charmi,charmi@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vidyalankar institute of technology, mumbai",Whatsapp | Email,Yuva Sena/Shiv Sena,Students,2023,Bid,9.1,8,0-2 Lakh,21,no,1.0
Tushar,tushar@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"priyadarshini college of engineering, nagpur ",Youtube | Facebook | Instagram | Email,Yuva Sena/Shiv Sena,Students,2025,Buldhana,9.5,8,2-5 Lakh,21,no,3.5
aastha,aastha@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Yuva Sena/Shiv Sena,Students,2025,Dhule,6.7,3,5-7 Lakh,20,no,6.0
Prasad,prasad@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Yuva Sena/Shiv Sena,Students,2024,Jalgaon,6.7,5,7 Lakh+,9,yes,8.0
vraj,vraj@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,silicon institute of technology,Whatsapp,Yuva Sena/Shiv Sena,Students,2024,Kalyan,8.2,5,0-2 Lakh,13,yes,1.0
Raj,raj@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,adhiyamaan college of engineering,Whatsapp,Yuva Sena/Shiv Sena,Students,2023,Thane,6.5,5,0-2 Lakh,24,no ,1.0
Sharma,sharma@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,don bosco college of engineering fatorda goa,Whatsapp,Yuva Sena/Shiv Sena,Students,2023,Navi Mumbai,8.7,8,0-2 Lakh,17,no ,1.0
Kevin,kevin@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,pillai college of engineering new panvel,Whatsapp,Yuva Sena/Shiv Sena,Students,2026,Mumbai,9.1,5,0-2 Lakh,11,yes,1.0
Esha,esha@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,st xavier's college ,Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Cloud Counselage Website | Others,Interested,Students,2025,Nagpur,8.9,6,0-2 Lakh,21,yes,1.0
Hemil,hemil@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vidyalankar institute of technology, mumbai",Instagram,Interested,Students,2025,Nanded,7.4,3,0-2 Lakh,8,no,1.0
Shitij,shitij@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,government polytechnic gandhinagar,Youtube | Facebook | Instagram | Whatsapp | Email,Interested,Students,2023,Mahe,7.3,8,0-2 Lakh,9,no,1.0
Sahil,sahil@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Interested,Students,2024,Amritsar,8.6,8,0-2 Lakh,8,no,1.0
dirgh,dirgh@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"vishwakarma institute of technology, pune",Instagram,Interested,Students,2023,Patiala,9.2,8,0-2 Lakh,21,yes,1.0
Sandeep,sandeep@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Interested,Students,2024,Sangrur,7.8,5,0-2 Lakh,25,no,1.0
UTkarsha,utkarsha@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Interested,Students,2025,Ajmer,7.9,6,0-2 Lakh,21,no,1.0
Sanjay,sanjay@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,st.francis institute of technology,Whatsapp,Interested,Students,2023,Amer,9.9,5,0-2 Lakh,30,no,1.0
PRAJWAL,prajwal@xyz.com,1,Transformation with DevOps: The Easy Way,Attending,new horizon institute of technology and management ,Whatsapp,Interested,Students,2025,Barmer,8.1,6,0-2 Lakh,24,no,1.0
Pranjal,pranjal@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Whatsapp,Interested,Students,2024,Bikaner,9.5,3,0-2 Lakh,8,no,1.0
Nikhil,nikhil@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Whatsapp,Interested,Students,2026,Jaipur,9.8,3,0-2 Lakh,19,yes,1.0
Aakanksha,aakanksha@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Whatsapp,Interested,Students,2024,Jalor,9.6,8,2-5 Lakh,21,yes,3.5
Jyoti,jyoti@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,Whatsapp,Interested,Students,2023,Jhalwar,9.6,5,0-2 Lakh,17,no ,1.0
Darshana,darshana@xyz.com,1,Data Visualization using Power BI,Attending,wilson college ,Whatsapp,Interested,Students,2023,Jodhpur,6.2,5,0-2 Lakh,18,no ,1.0
Gayatri,gayatri@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Interested,Students,2025,Kota,9.1,5,0-2 Lakh,9,yes,1.0
Shubham,shubham@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Interested,Students,2025,Pali,7.2,5,0-2 Lakh,8,yes,1.0
Rushikesh,rushikesh@xyz.com,1,Data Visualization using Power BI,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,Interested,Students,2024,Sikar,9.5,5,0-2 Lakh,8,no,1.0
Shubham,shubham@xyz.com,1,Data Visualization using Power BI,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Interested,Students,2026,Ahemdabad,6.8,3,0-2 Lakh,8,no,1.0
Krishan,krishan@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Interested,Students,2023,Amreli,8.4,8,0-2 Lakh,8,no,1.0
Hemant ,hemant@xyz.com,1,Data Visualization using Power BI,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Interested,Students,2024,Dwarka,9.9,8,2-5 Lakh,21,yes,3.5
Ajay,ajay@xyz.com,1,Data Visualization using Power BI,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Interested,Students,2023,Godhra,6.6,8,0-2 Lakh,7,no,1.0
Anmol,anmol@xyz.com,1,Data Visualization using Power BI,Attending,silicon institute of technology,Whatsapp,Interested,Students,2024,Jamnagar,6.7,8,0-2 Lakh,7,no,1.0
Himani,himani@xyz.com,1,Data Visualization using Power BI,Attending,adhiyamaan college of engineering,Whatsapp,Interested,Students,2025,Junagadh,7.6,6,0-2 Lakh,8,no,1.0
Samidha,samidha@xyz.com,1,Data Visualization using Power BI,Attending,don bosco college of engineering fatorda goa,Whatsapp,Interested,Students,2023,Kheda,8.3,3,0-2 Lakh,5,no,1.0
Ghanshyam,ghanshyam@xyz.com,1,Data Visualization using Power BI,Attending,pillai college of engineering new panvel,Whatsapp,Interested,Students,2025,Morbi,6.3,5,0-2 Lakh,6,no,1.0
Shriram,shriram@xyz.com,1,Data Visualization using Power BI,Attending,st xavier's college ,Whatsapp,Interested,Students,2026,Nadiad,8.9,6,0-2 Lakh,6,yes,1.0
Veena ,veena@xyz.com,1,Data Visualization using Power BI,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Interested,Students,2023,Navsari,9.5,3,0-2 Lakh,7,yes,1.0
Tushar,tushar@xyz.com,1,Data Visualization using Power BI,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Interested,Students,2024,Okha,8.5,8,0-2 Lakh,7,no ,1.0
Abdul,abdul@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Interested,Students,2023,Rajkot,8.5,8,0-2 Lakh,8,no ,1.0
Yash,yash@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Youtube,Interested,Students,2024,Surat,8.8,3,0-2 Lakh,5,yes,1.0
Anghan,anghan@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Interested,Students,2025,Valsad,7.9,6,0-2 Lakh,6,yes,1.0
Rupapara,rupapara@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Whatsapp,Interested,Students,2025,Ambala,7.5,6,0-2 Lakh,8,no,1.0
Garala,garala@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Interested,Students,2026,Chandigarh,8.3,6,0-2 Lakh,11,no,1.0
